Sentence #1 (114 tokens):
Meatball Machine is an amazing splatter film, it has an original plot with young love, buckets of blood, and weird alien creatures that mutate people into freakish robotic war machines.Now the film isn't for everyone, people who love splatter films or the movie Tetsuo: the Iron Man will applaud it.The special effects can be cheesy at some points of the film, but your not exactly suppose to take the film very seriously.Yet, all in all it's a lot of fun, well if you find budding romantics infested with slimy tumor like gobbles who seek to destroy each other in bloody alien oozing battles.
[Text=Meatball CharacterOffsetBegin=4 CharacterOffsetEnd=12 PartOfSpeech=NNP] [Text=Machine CharacterOffsetBegin=13 CharacterOffsetEnd=20 PartOfSpeech=NNP] [Text=is CharacterOffsetBegin=21 CharacterOffsetEnd=23 PartOfSpeech=VBZ] [Text=an CharacterOffsetBegin=24 CharacterOffsetEnd=26 PartOfSpeech=DT] [Text=amazing CharacterOffsetBegin=27 CharacterOffsetEnd=34 PartOfSpeech=JJ] [Text=splatter CharacterOffsetBegin=35 CharacterOffsetEnd=43 PartOfSpeech=NN] [Text=film CharacterOffsetBegin=44 CharacterOffsetEnd=48 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=48 CharacterOffsetEnd=49 PartOfSpeech=,] [Text=it CharacterOffsetBegin=50 CharacterOffsetEnd=52 PartOfSpeech=PRP] [Text=has CharacterOffsetBegin=53 CharacterOffsetEnd=56 PartOfSpeech=VBZ] [Text=an CharacterOffsetBegin=57 CharacterOffsetEnd=59 PartOfSpeech=DT] [Text=original CharacterOffsetBegin=60 CharacterOffsetEnd=68 PartOfSpeech=JJ] [Text=plot CharacterOffsetBegin=69 CharacterOffsetEnd=73 PartOfSpeech=NN] [Text=with CharacterOffsetBegin=74 CharacterOffsetEnd=78 PartOfSpeech=IN] [Text=young CharacterOffsetBegin=79 CharacterOffsetEnd=84 PartOfSpeech=JJ] [Text=love CharacterOffsetBegin=85 CharacterOffsetEnd=89 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=89 CharacterOffsetEnd=90 PartOfSpeech=,] [Text=buckets CharacterOffsetBegin=91 CharacterOffsetEnd=98 PartOfSpeech=NNS] [Text=of CharacterOffsetBegin=99 CharacterOffsetEnd=101 PartOfSpeech=IN] [Text=blood CharacterOffsetBegin=102 CharacterOffsetEnd=107 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=107 CharacterOffsetEnd=108 PartOfSpeech=,] [Text=and CharacterOffsetBegin=109 CharacterOffsetEnd=112 PartOfSpeech=CC] [Text=weird CharacterOffsetBegin=113 CharacterOffsetEnd=118 PartOfSpeech=JJ] [Text=alien CharacterOffsetBegin=119 CharacterOffsetEnd=124 PartOfSpeech=JJ] [Text=creatures CharacterOffsetBegin=125 CharacterOffsetEnd=134 PartOfSpeech=NNS] [Text=that CharacterOffsetBegin=135 CharacterOffsetEnd=139 PartOfSpeech=WDT] [Text=mutate CharacterOffsetBegin=140 CharacterOffsetEnd=146 PartOfSpeech=VBP] [Text=people CharacterOffsetBegin=147 CharacterOffsetEnd=153 PartOfSpeech=NNS] [Text=into CharacterOffsetBegin=154 CharacterOffsetEnd=158 PartOfSpeech=IN] [Text=freakish CharacterOffsetBegin=159 CharacterOffsetEnd=167 PartOfSpeech=JJ] [Text=robotic CharacterOffsetBegin=168 CharacterOffsetEnd=175 PartOfSpeech=JJ] [Text=war CharacterOffsetBegin=176 CharacterOffsetEnd=179 PartOfSpeech=NN] [Text=machines.Now CharacterOffsetBegin=180 CharacterOffsetEnd=192 PartOfSpeech=NN] [Text=the CharacterOffsetBegin=193 CharacterOffsetEnd=196 PartOfSpeech=DT] [Text=film CharacterOffsetBegin=197 CharacterOffsetEnd=201 PartOfSpeech=NN] [Text=is CharacterOffsetBegin=202 CharacterOffsetEnd=204 PartOfSpeech=VBZ] [Text=n't CharacterOffsetBegin=204 CharacterOffsetEnd=207 PartOfSpeech=RB] [Text=for CharacterOffsetBegin=208 CharacterOffsetEnd=211 PartOfSpeech=IN] [Text=everyone CharacterOffsetBegin=212 CharacterOffsetEnd=220 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=220 CharacterOffsetEnd=221 PartOfSpeech=,] [Text=people CharacterOffsetBegin=222 CharacterOffsetEnd=228 PartOfSpeech=NNS] [Text=who CharacterOffsetBegin=229 CharacterOffsetEnd=232 PartOfSpeech=WP] [Text=love CharacterOffsetBegin=233 CharacterOffsetEnd=237 PartOfSpeech=VBP] [Text=splatter CharacterOffsetBegin=238 CharacterOffsetEnd=246 PartOfSpeech=NN] [Text=films CharacterOffsetBegin=247 CharacterOffsetEnd=252 PartOfSpeech=NNS] [Text=or CharacterOffsetBegin=253 CharacterOffsetEnd=255 PartOfSpeech=CC] [Text=the CharacterOffsetBegin=256 CharacterOffsetEnd=259 PartOfSpeech=DT] [Text=movie CharacterOffsetBegin=260 CharacterOffsetEnd=265 PartOfSpeech=NN] [Text=Tetsuo CharacterOffsetBegin=266 CharacterOffsetEnd=272 PartOfSpeech=NNP] [Text=: CharacterOffsetBegin=272 CharacterOffsetEnd=273 PartOfSpeech=:] [Text=the CharacterOffsetBegin=274 CharacterOffsetEnd=277 PartOfSpeech=DT] [Text=Iron CharacterOffsetBegin=278 CharacterOffsetEnd=282 PartOfSpeech=NN] [Text=Man CharacterOffsetBegin=283 CharacterOffsetEnd=286 PartOfSpeech=NN] [Text=will CharacterOffsetBegin=287 CharacterOffsetEnd=291 PartOfSpeech=MD] [Text=applaud CharacterOffsetBegin=292 CharacterOffsetEnd=299 PartOfSpeech=VB] [Text=it.The CharacterOffsetBegin=300 CharacterOffsetEnd=306 PartOfSpeech=NNP] [Text=special CharacterOffsetBegin=307 CharacterOffsetEnd=314 PartOfSpeech=JJ] [Text=effects CharacterOffsetBegin=315 CharacterOffsetEnd=322 PartOfSpeech=NNS] [Text=can CharacterOffsetBegin=323 CharacterOffsetEnd=326 PartOfSpeech=MD] [Text=be CharacterOffsetBegin=327 CharacterOffsetEnd=329 PartOfSpeech=VB] [Text=cheesy CharacterOffsetBegin=330 CharacterOffsetEnd=336 PartOfSpeech=JJ] [Text=at CharacterOffsetBegin=337 CharacterOffsetEnd=339 PartOfSpeech=IN] [Text=some CharacterOffsetBegin=340 CharacterOffsetEnd=344 PartOfSpeech=DT] [Text=points CharacterOffsetBegin=345 CharacterOffsetEnd=351 PartOfSpeech=NNS] [Text=of CharacterOffsetBegin=352 CharacterOffsetEnd=354 PartOfSpeech=IN] [Text=the CharacterOffsetBegin=355 CharacterOffsetEnd=358 PartOfSpeech=DT] [Text=film CharacterOffsetBegin=359 CharacterOffsetEnd=363 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=363 CharacterOffsetEnd=364 PartOfSpeech=,] [Text=but CharacterOffsetBegin=365 CharacterOffsetEnd=368 PartOfSpeech=CC] [Text=your CharacterOffsetBegin=369 CharacterOffsetEnd=373 PartOfSpeech=PRP$] [Text=not CharacterOffsetBegin=374 CharacterOffsetEnd=377 PartOfSpeech=RB] [Text=exactly CharacterOffsetBegin=378 CharacterOffsetEnd=385 PartOfSpeech=RB] [Text=suppose CharacterOffsetBegin=386 CharacterOffsetEnd=393 PartOfSpeech=VB] [Text=to CharacterOffsetBegin=394 CharacterOffsetEnd=396 PartOfSpeech=TO] [Text=take CharacterOffsetBegin=397 CharacterOffsetEnd=401 PartOfSpeech=VB] [Text=the CharacterOffsetBegin=402 CharacterOffsetEnd=405 PartOfSpeech=DT] [Text=film CharacterOffsetBegin=406 CharacterOffsetEnd=410 PartOfSpeech=NN] [Text=very CharacterOffsetBegin=411 CharacterOffsetEnd=415 PartOfSpeech=RB] [Text=seriously.Yet CharacterOffsetBegin=416 CharacterOffsetEnd=429 PartOfSpeech=JJ] [Text=, CharacterOffsetBegin=429 CharacterOffsetEnd=430 PartOfSpeech=,] [Text=all CharacterOffsetBegin=431 CharacterOffsetEnd=434 PartOfSpeech=DT] [Text=in CharacterOffsetBegin=435 CharacterOffsetEnd=437 PartOfSpeech=IN] [Text=all CharacterOffsetBegin=438 CharacterOffsetEnd=441 PartOfSpeech=DT] [Text=it CharacterOffsetBegin=442 CharacterOffsetEnd=444 PartOfSpeech=PRP] [Text='s CharacterOffsetBegin=444 CharacterOffsetEnd=446 PartOfSpeech=VBZ] [Text=a CharacterOffsetBegin=447 CharacterOffsetEnd=448 PartOfSpeech=DT] [Text=lot CharacterOffsetBegin=449 CharacterOffsetEnd=452 PartOfSpeech=NN] [Text=of CharacterOffsetBegin=453 CharacterOffsetEnd=455 PartOfSpeech=IN] [Text=fun CharacterOffsetBegin=456 CharacterOffsetEnd=459 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=459 CharacterOffsetEnd=460 PartOfSpeech=,] [Text=well CharacterOffsetBegin=461 CharacterOffsetEnd=465 PartOfSpeech=RB] [Text=if CharacterOffsetBegin=466 CharacterOffsetEnd=468 PartOfSpeech=IN] [Text=you CharacterOffsetBegin=469 CharacterOffsetEnd=472 PartOfSpeech=PRP] [Text=find CharacterOffsetBegin=473 CharacterOffsetEnd=477 PartOfSpeech=VBP] [Text=budding CharacterOffsetBegin=478 CharacterOffsetEnd=485 PartOfSpeech=VBG] [Text=romantics CharacterOffsetBegin=486 CharacterOffsetEnd=495 PartOfSpeech=NNS] [Text=infested CharacterOffsetBegin=496 CharacterOffsetEnd=504 PartOfSpeech=JJ] [Text=with CharacterOffsetBegin=505 CharacterOffsetEnd=509 PartOfSpeech=IN] [Text=slimy CharacterOffsetBegin=510 CharacterOffsetEnd=515 PartOfSpeech=JJ] [Text=tumor CharacterOffsetBegin=516 CharacterOffsetEnd=521 PartOfSpeech=NN] [Text=like CharacterOffsetBegin=522 CharacterOffsetEnd=526 PartOfSpeech=IN] [Text=gobbles CharacterOffsetBegin=527 CharacterOffsetEnd=534 PartOfSpeech=NNS] [Text=who CharacterOffsetBegin=535 CharacterOffsetEnd=538 PartOfSpeech=WP] [Text=seek CharacterOffsetBegin=539 CharacterOffsetEnd=543 PartOfSpeech=VBP] [Text=to CharacterOffsetBegin=544 CharacterOffsetEnd=546 PartOfSpeech=TO] [Text=destroy CharacterOffsetBegin=547 CharacterOffsetEnd=554 PartOfSpeech=VB] [Text=each CharacterOffsetBegin=555 CharacterOffsetEnd=559 PartOfSpeech=DT] [Text=other CharacterOffsetBegin=560 CharacterOffsetEnd=565 PartOfSpeech=JJ] [Text=in CharacterOffsetBegin=566 CharacterOffsetEnd=568 PartOfSpeech=IN] [Text=bloody CharacterOffsetBegin=569 CharacterOffsetEnd=575 PartOfSpeech=JJ] [Text=alien CharacterOffsetBegin=576 CharacterOffsetEnd=581 PartOfSpeech=JJ] [Text=oozing CharacterOffsetBegin=582 CharacterOffsetEnd=588 PartOfSpeech=VBG] [Text=battles CharacterOffsetBegin=589 CharacterOffsetEnd=596 PartOfSpeech=NNS] [Text=. CharacterOffsetBegin=596 CharacterOffsetEnd=597 PartOfSpeech=.] 
root(ROOT-0, film-7)
nn(Machine-2, Meatball-1)
nsubj(film-7, Machine-2)
cop(film-7, is-3)
det(film-7, an-4)
amod(film-7, amazing-5)
nn(film-7, splatter-6)
punct(film-7, ,-8)
nsubj(has-10, it-9)
rcmod(film-7, has-10)
det(plot-13, an-11)
amod(plot-13, original-12)
dobj(has-10, plot-13)
prep(plot-13, with-14)
amod(love-16, young-15)
pobj(with-14, love-16)
punct(film-7, ,-17)
conj(film-7, buckets-18)
prep(buckets-18, of-19)
pobj(of-19, blood-20)
punct(film-7, ,-21)
cc(film-7, and-22)
amod(creatures-25, weird-23)
amod(creatures-25, alien-24)
conj(film-7, creatures-25)
nsubj(mutate-27, that-26)
rcmod(creatures-25, mutate-27)
dobj(mutate-27, people-28)
prep(mutate-27, into-29)
amod(machines.Now-33, freakish-30)
amod(machines.Now-33, robotic-31)
nn(machines.Now-33, war-32)
pobj(into-29, machines.Now-33)
det(film-35, the-34)
nsubj(is-36, film-35)
rcmod(machines.Now-33, is-36)
neg(is-36, n't-37)
prep(is-36, for-38)
pobj(for-38, everyone-39)
punct(machines.Now-33, ,-40)
appos(machines.Now-33, people-41)
nsubj(love-43, who-42)
rcmod(people-41, love-43)
nn(films-45, splatter-44)
dobj(love-43, films-45)
cc(films-45, or-46)
det(Tetsuo-49, the-47)
nn(Tetsuo-49, movie-48)
conj(films-45, Tetsuo-49)
punct(machines.Now-33, :-50)
det(Man-53, the-51)
nn(Man-53, Iron-52)
nsubj(applaud-55, Man-53)
aux(applaud-55, will-54)
csubj(cheesy-61, applaud-55)
nn(effects-58, it.The-56)
amod(effects-58, special-57)
dobj(applaud-55, effects-58)
aux(cheesy-61, can-59)
cop(cheesy-61, be-60)
dep(machines.Now-33, cheesy-61)
prep(cheesy-61, at-62)
det(points-64, some-63)
pobj(at-62, points-64)
prep(points-64, of-65)
det(film-67, the-66)
pobj(of-65, film-67)
punct(cheesy-61, ,-68)
cc(cheesy-61, but-69)
poss(not-71, your-70)
neg(suppose-73, not-71)
advmod(suppose-73, exactly-72)
conj(cheesy-61, suppose-73)
aux(take-75, to-74)
xcomp(suppose-73, take-75)
det(film-77, the-76)
dobj(take-75, film-77)
advmod(seriously.Yet-79, very-78)
advmod(take-75, seriously.Yet-79)
punct(take-75, ,-80)
dobj(take-75, all-81)
prep(lot-87, in-82)
pobj(in-82, all-83)
nsubj(lot-87, it-84)
cop(lot-87, 's-85)
det(lot-87, a-86)
rcmod(all-81, lot-87)
prep(lot-87, of-88)
pobj(of-88, fun-89)
punct(all-81, ,-90)
advmod(find-94, well-91)
mark(find-94, if-92)
nsubj(find-94, you-93)
rcmod(all-81, find-94)
xcomp(find-94, budding-95)
dobj(budding-95, romantics-96)
amod(romantics-96, infested-97)
prep(infested-97, with-98)
amod(tumor-100, slimy-99)
pobj(with-98, tumor-100)
prep(tumor-100, like-101)
pobj(like-101, gobbles-102)
nsubj(seek-104, who-103)
rcmod(gobbles-102, seek-104)
aux(destroy-106, to-105)
xcomp(seek-104, destroy-106)
det(other-108, each-107)
dobj(destroy-106, other-108)
prep(destroy-106, in-109)
amod(battles-113, bloody-110)
amod(battles-113, alien-111)
nn(battles-113, oozing-112)
pobj(in-109, battles-113)
punct(film-7, .-114)

