Sentence #1 (139 tokens):
My first opinions on this movie were of course bad.I was expecting a horrible, crappy acting, bad entertainment, ridiculous special effects movie.What I got was actually not that bad.The special effects were absolutely horrible, but I found the movie itself quite interesting, and the script was actually pretty good and decent.The acting wasn't THAT bad, and overall I had fun watching this movie.It's still a pretty bad film, but it's not completely worthless like I thought it was going to be, and I'm pleased to know that this movie managed to wow me, even when it wasn't that good.Overall, it's a film that should be avoided, but to me it wasn't as bad as I was expecting it to be.
[Text=My CharacterOffsetBegin=4 CharacterOffsetEnd=6 PartOfSpeech=PRP$] [Text=first CharacterOffsetBegin=7 CharacterOffsetEnd=12 PartOfSpeech=JJ] [Text=opinions CharacterOffsetBegin=13 CharacterOffsetEnd=21 PartOfSpeech=NNS] [Text=on CharacterOffsetBegin=22 CharacterOffsetEnd=24 PartOfSpeech=IN] [Text=this CharacterOffsetBegin=25 CharacterOffsetEnd=29 PartOfSpeech=DT] [Text=movie CharacterOffsetBegin=30 CharacterOffsetEnd=35 PartOfSpeech=NN] [Text=were CharacterOffsetBegin=36 CharacterOffsetEnd=40 PartOfSpeech=VBD] [Text=of CharacterOffsetBegin=41 CharacterOffsetEnd=43 PartOfSpeech=IN] [Text=course CharacterOffsetBegin=44 CharacterOffsetEnd=50 PartOfSpeech=NN] [Text=bad.I CharacterOffsetBegin=51 CharacterOffsetEnd=56 PartOfSpeech=NN] [Text=was CharacterOffsetBegin=57 CharacterOffsetEnd=60 PartOfSpeech=VBD] [Text=expecting CharacterOffsetBegin=61 CharacterOffsetEnd=70 PartOfSpeech=VBG] [Text=a CharacterOffsetBegin=71 CharacterOffsetEnd=72 PartOfSpeech=DT] [Text=horrible CharacterOffsetBegin=73 CharacterOffsetEnd=81 PartOfSpeech=JJ] [Text=, CharacterOffsetBegin=81 CharacterOffsetEnd=82 PartOfSpeech=,] [Text=crappy CharacterOffsetBegin=83 CharacterOffsetEnd=89 PartOfSpeech=JJ] [Text=acting CharacterOffsetBegin=90 CharacterOffsetEnd=96 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=96 CharacterOffsetEnd=97 PartOfSpeech=,] [Text=bad CharacterOffsetBegin=98 CharacterOffsetEnd=101 PartOfSpeech=JJ] [Text=entertainment CharacterOffsetBegin=102 CharacterOffsetEnd=115 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=115 CharacterOffsetEnd=116 PartOfSpeech=,] [Text=ridiculous CharacterOffsetBegin=117 CharacterOffsetEnd=127 PartOfSpeech=JJ] [Text=special CharacterOffsetBegin=128 CharacterOffsetEnd=135 PartOfSpeech=JJ] [Text=effects CharacterOffsetBegin=136 CharacterOffsetEnd=143 PartOfSpeech=NNS] [Text=movie.What CharacterOffsetBegin=144 CharacterOffsetEnd=154 PartOfSpeech=NN] [Text=I CharacterOffsetBegin=155 CharacterOffsetEnd=156 PartOfSpeech=PRP] [Text=got CharacterOffsetBegin=157 CharacterOffsetEnd=160 PartOfSpeech=VBD] [Text=was CharacterOffsetBegin=161 CharacterOffsetEnd=164 PartOfSpeech=VBD] [Text=actually CharacterOffsetBegin=165 CharacterOffsetEnd=173 PartOfSpeech=RB] [Text=not CharacterOffsetBegin=174 CharacterOffsetEnd=177 PartOfSpeech=RB] [Text=that CharacterOffsetBegin=178 CharacterOffsetEnd=182 PartOfSpeech=IN] [Text=bad.The CharacterOffsetBegin=183 CharacterOffsetEnd=190 PartOfSpeech=NN] [Text=special CharacterOffsetBegin=191 CharacterOffsetEnd=198 PartOfSpeech=JJ] [Text=effects CharacterOffsetBegin=199 CharacterOffsetEnd=206 PartOfSpeech=NNS] [Text=were CharacterOffsetBegin=207 CharacterOffsetEnd=211 PartOfSpeech=VBD] [Text=absolutely CharacterOffsetBegin=212 CharacterOffsetEnd=222 PartOfSpeech=RB] [Text=horrible CharacterOffsetBegin=223 CharacterOffsetEnd=231 PartOfSpeech=JJ] [Text=, CharacterOffsetBegin=231 CharacterOffsetEnd=232 PartOfSpeech=,] [Text=but CharacterOffsetBegin=233 CharacterOffsetEnd=236 PartOfSpeech=CC] [Text=I CharacterOffsetBegin=237 CharacterOffsetEnd=238 PartOfSpeech=PRP] [Text=found CharacterOffsetBegin=239 CharacterOffsetEnd=244 PartOfSpeech=VBD] [Text=the CharacterOffsetBegin=245 CharacterOffsetEnd=248 PartOfSpeech=DT] [Text=movie CharacterOffsetBegin=249 CharacterOffsetEnd=254 PartOfSpeech=NN] [Text=itself CharacterOffsetBegin=255 CharacterOffsetEnd=261 PartOfSpeech=PRP] [Text=quite CharacterOffsetBegin=262 CharacterOffsetEnd=267 PartOfSpeech=RB] [Text=interesting CharacterOffsetBegin=268 CharacterOffsetEnd=279 PartOfSpeech=JJ] [Text=, CharacterOffsetBegin=279 CharacterOffsetEnd=280 PartOfSpeech=,] [Text=and CharacterOffsetBegin=281 CharacterOffsetEnd=284 PartOfSpeech=CC] [Text=the CharacterOffsetBegin=285 CharacterOffsetEnd=288 PartOfSpeech=DT] [Text=script CharacterOffsetBegin=289 CharacterOffsetEnd=295 PartOfSpeech=NN] [Text=was CharacterOffsetBegin=296 CharacterOffsetEnd=299 PartOfSpeech=VBD] [Text=actually CharacterOffsetBegin=300 CharacterOffsetEnd=308 PartOfSpeech=RB] [Text=pretty CharacterOffsetBegin=309 CharacterOffsetEnd=315 PartOfSpeech=RB] [Text=good CharacterOffsetBegin=316 CharacterOffsetEnd=320 PartOfSpeech=JJ] [Text=and CharacterOffsetBegin=321 CharacterOffsetEnd=324 PartOfSpeech=CC] [Text=decent.The CharacterOffsetBegin=325 CharacterOffsetEnd=335 PartOfSpeech=NN] [Text=acting CharacterOffsetBegin=336 CharacterOffsetEnd=342 PartOfSpeech=NN] [Text=was CharacterOffsetBegin=343 CharacterOffsetEnd=346 PartOfSpeech=VBD] [Text=n't CharacterOffsetBegin=346 CharacterOffsetEnd=349 PartOfSpeech=RB] [Text=THAT CharacterOffsetBegin=350 CharacterOffsetEnd=354 PartOfSpeech=WDT] [Text=bad CharacterOffsetBegin=355 CharacterOffsetEnd=358 PartOfSpeech=JJ] [Text=, CharacterOffsetBegin=358 CharacterOffsetEnd=359 PartOfSpeech=,] [Text=and CharacterOffsetBegin=360 CharacterOffsetEnd=363 PartOfSpeech=CC] [Text=overall CharacterOffsetBegin=364 CharacterOffsetEnd=371 PartOfSpeech=JJ] [Text=I CharacterOffsetBegin=372 CharacterOffsetEnd=373 PartOfSpeech=PRP] [Text=had CharacterOffsetBegin=374 CharacterOffsetEnd=377 PartOfSpeech=VBD] [Text=fun CharacterOffsetBegin=378 CharacterOffsetEnd=381 PartOfSpeech=NN] [Text=watching CharacterOffsetBegin=382 CharacterOffsetEnd=390 PartOfSpeech=VBG] [Text=this CharacterOffsetBegin=391 CharacterOffsetEnd=395 PartOfSpeech=DT] [Text=movie.It CharacterOffsetBegin=396 CharacterOffsetEnd=404 PartOfSpeech=NN] [Text='s CharacterOffsetBegin=404 CharacterOffsetEnd=406 PartOfSpeech=POS] [Text=still CharacterOffsetBegin=407 CharacterOffsetEnd=412 PartOfSpeech=RB] [Text=a CharacterOffsetBegin=413 CharacterOffsetEnd=414 PartOfSpeech=DT] [Text=pretty CharacterOffsetBegin=415 CharacterOffsetEnd=421 PartOfSpeech=RB] [Text=bad CharacterOffsetBegin=422 CharacterOffsetEnd=425 PartOfSpeech=JJ] [Text=film CharacterOffsetBegin=426 CharacterOffsetEnd=430 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=430 CharacterOffsetEnd=431 PartOfSpeech=,] [Text=but CharacterOffsetBegin=432 CharacterOffsetEnd=435 PartOfSpeech=CC] [Text=it CharacterOffsetBegin=436 CharacterOffsetEnd=438 PartOfSpeech=PRP] [Text='s CharacterOffsetBegin=438 CharacterOffsetEnd=440 PartOfSpeech=VBZ] [Text=not CharacterOffsetBegin=441 CharacterOffsetEnd=444 PartOfSpeech=RB] [Text=completely CharacterOffsetBegin=445 CharacterOffsetEnd=455 PartOfSpeech=RB] [Text=worthless CharacterOffsetBegin=456 CharacterOffsetEnd=465 PartOfSpeech=JJ] [Text=like CharacterOffsetBegin=466 CharacterOffsetEnd=470 PartOfSpeech=IN] [Text=I CharacterOffsetBegin=471 CharacterOffsetEnd=472 PartOfSpeech=PRP] [Text=thought CharacterOffsetBegin=473 CharacterOffsetEnd=480 PartOfSpeech=VBD] [Text=it CharacterOffsetBegin=481 CharacterOffsetEnd=483 PartOfSpeech=PRP] [Text=was CharacterOffsetBegin=484 CharacterOffsetEnd=487 PartOfSpeech=VBD] [Text=going CharacterOffsetBegin=488 CharacterOffsetEnd=493 PartOfSpeech=VBG] [Text=to CharacterOffsetBegin=494 CharacterOffsetEnd=496 PartOfSpeech=TO] [Text=be CharacterOffsetBegin=497 CharacterOffsetEnd=499 PartOfSpeech=VB] [Text=, CharacterOffsetBegin=499 CharacterOffsetEnd=500 PartOfSpeech=,] [Text=and CharacterOffsetBegin=501 CharacterOffsetEnd=504 PartOfSpeech=CC] [Text=I CharacterOffsetBegin=505 CharacterOffsetEnd=506 PartOfSpeech=PRP] [Text='m CharacterOffsetBegin=506 CharacterOffsetEnd=508 PartOfSpeech=VBP] [Text=pleased CharacterOffsetBegin=509 CharacterOffsetEnd=516 PartOfSpeech=JJ] [Text=to CharacterOffsetBegin=517 CharacterOffsetEnd=519 PartOfSpeech=TO] [Text=know CharacterOffsetBegin=520 CharacterOffsetEnd=524 PartOfSpeech=VB] [Text=that CharacterOffsetBegin=525 CharacterOffsetEnd=529 PartOfSpeech=IN] [Text=this CharacterOffsetBegin=530 CharacterOffsetEnd=534 PartOfSpeech=DT] [Text=movie CharacterOffsetBegin=535 CharacterOffsetEnd=540 PartOfSpeech=NN] [Text=managed CharacterOffsetBegin=541 CharacterOffsetEnd=548 PartOfSpeech=VBD] [Text=to CharacterOffsetBegin=549 CharacterOffsetEnd=551 PartOfSpeech=TO] [Text=wow CharacterOffsetBegin=552 CharacterOffsetEnd=555 PartOfSpeech=VB] [Text=me CharacterOffsetBegin=556 CharacterOffsetEnd=558 PartOfSpeech=PRP] [Text=, CharacterOffsetBegin=558 CharacterOffsetEnd=559 PartOfSpeech=,] [Text=even CharacterOffsetBegin=560 CharacterOffsetEnd=564 PartOfSpeech=RB] [Text=when CharacterOffsetBegin=565 CharacterOffsetEnd=569 PartOfSpeech=WRB] [Text=it CharacterOffsetBegin=570 CharacterOffsetEnd=572 PartOfSpeech=PRP] [Text=was CharacterOffsetBegin=573 CharacterOffsetEnd=576 PartOfSpeech=VBD] [Text=n't CharacterOffsetBegin=576 CharacterOffsetEnd=579 PartOfSpeech=RB] [Text=that CharacterOffsetBegin=580 CharacterOffsetEnd=584 PartOfSpeech=IN] [Text=good.Overall CharacterOffsetBegin=585 CharacterOffsetEnd=597 PartOfSpeech=NN] [Text=, CharacterOffsetBegin=597 CharacterOffsetEnd=598 PartOfSpeech=,] [Text=it CharacterOffsetBegin=599 CharacterOffsetEnd=601 PartOfSpeech=PRP] [Text='s CharacterOffsetBegin=601 CharacterOffsetEnd=603 PartOfSpeech=VBZ] [Text=a CharacterOffsetBegin=604 CharacterOffsetEnd=605 PartOfSpeech=DT] [Text=film CharacterOffsetBegin=606 CharacterOffsetEnd=610 PartOfSpeech=NN] [Text=that CharacterOffsetBegin=611 CharacterOffsetEnd=615 PartOfSpeech=WDT] [Text=should CharacterOffsetBegin=616 CharacterOffsetEnd=622 PartOfSpeech=MD] [Text=be CharacterOffsetBegin=623 CharacterOffsetEnd=625 PartOfSpeech=VB] [Text=avoided CharacterOffsetBegin=626 CharacterOffsetEnd=633 PartOfSpeech=VBN] [Text=, CharacterOffsetBegin=633 CharacterOffsetEnd=634 PartOfSpeech=,] [Text=but CharacterOffsetBegin=635 CharacterOffsetEnd=638 PartOfSpeech=CC] [Text=to CharacterOffsetBegin=639 CharacterOffsetEnd=641 PartOfSpeech=TO] [Text=me CharacterOffsetBegin=642 CharacterOffsetEnd=644 PartOfSpeech=PRP] [Text=it CharacterOffsetBegin=645 CharacterOffsetEnd=647 PartOfSpeech=PRP] [Text=was CharacterOffsetBegin=648 CharacterOffsetEnd=651 PartOfSpeech=VBD] [Text=n't CharacterOffsetBegin=651 CharacterOffsetEnd=654 PartOfSpeech=RB] [Text=as CharacterOffsetBegin=655 CharacterOffsetEnd=657 PartOfSpeech=RB] [Text=bad CharacterOffsetBegin=658 CharacterOffsetEnd=661 PartOfSpeech=JJ] [Text=as CharacterOffsetBegin=662 CharacterOffsetEnd=664 PartOfSpeech=IN] [Text=I CharacterOffsetBegin=665 CharacterOffsetEnd=666 PartOfSpeech=PRP] [Text=was CharacterOffsetBegin=667 CharacterOffsetEnd=670 PartOfSpeech=VBD] [Text=expecting CharacterOffsetBegin=671 CharacterOffsetEnd=680 PartOfSpeech=VBG] [Text=it CharacterOffsetBegin=681 CharacterOffsetEnd=683 PartOfSpeech=PRP] [Text=to CharacterOffsetBegin=684 CharacterOffsetEnd=686 PartOfSpeech=TO] [Text=be CharacterOffsetBegin=687 CharacterOffsetEnd=689 PartOfSpeech=VB] [Text=. CharacterOffsetBegin=689 CharacterOffsetEnd=690 PartOfSpeech=.] 
root(ROOT-0, were-7)
poss(opinions-3, My-1)
amod(opinions-3, first-2)
nsubj(were-7, opinions-3)
prep(opinions-3, on-4)
det(movie-6, this-5)
pobj(on-4, movie-6)
prep(were-7, of-8)
pobj(of-8, course-9)
nsubj(expecting-12, bad.I-10)
aux(expecting-12, was-11)
ccomp(were-7, expecting-12)
det(acting-17, a-13)
amod(acting-17, horrible-14)
punct(acting-17, ,-15)
amod(acting-17, crappy-16)
dobj(expecting-12, acting-17)
punct(acting-17, ,-18)
amod(entertainment-20, bad-19)
conj(acting-17, entertainment-20)
punct(acting-17, ,-21)
amod(effects-24, ridiculous-22)
amod(effects-24, special-23)
conj(acting-17, effects-24)
nsubj(not-30, movie.What-25)
nsubj(got-27, I-26)
rcmod(movie.What-25, got-27)
cop(not-30, was-28)
advmod(not-30, actually-29)
rcmod(effects-24, not-30)
mark(horrible-37, that-31)
nn(effects-34, bad.The-32)
amod(effects-34, special-33)
nsubj(horrible-37, effects-34)
cop(horrible-37, were-35)
advmod(horrible-37, absolutely-36)
ccomp(not-30, horrible-37)
punct(horrible-37, ,-38)
cc(horrible-37, but-39)
nsubj(found-41, I-40)
conj(horrible-37, found-41)
det(movie-43, the-42)
dobj(found-41, movie-43)
dep(movie-43, itself-44)
advmod(interesting-46, quite-45)
amod(movie-43, interesting-46)
punct(horrible-37, ,-47)
cc(horrible-37, and-48)
det(script-50, the-49)
nsubj(good-54, script-50)
cop(good-54, was-51)
advmod(good-54, actually-52)
advmod(good-54, pretty-53)
ccomp(bad-61, good-54)
cc(good-54, and-55)
nn(acting-57, decent.The-56)
conj(good-54, acting-57)
cop(bad-61, was-58)
neg(bad-61, n't-59)
nsubj(bad-61, THAT-60)
conj(horrible-37, bad-61)
punct(horrible-37, ,-62)
cc(horrible-37, and-63)
dep(had-66, overall-64)
nsubj(had-66, I-65)
conj(horrible-37, had-66)
dobj(had-66, fun-67)
partmod(fun-67, watching-68)
det(movie.It-70, this-69)
poss(film-76, movie.It-70)
possessive(movie.It-70, 's-71)
advmod(film-76, still-72)
det(film-76, a-73)
advmod(bad-75, pretty-74)
amod(film-76, bad-75)
dobj(watching-68, film-76)
punct(acting-17, ,-77)
cc(acting-17, but-78)
nsubj(worthless-83, it-79)
cop(worthless-83, 's-80)
neg(worthless-83, not-81)
advmod(worthless-83, completely-82)
conj(acting-17, worthless-83)
mark(thought-86, like-84)
nsubj(thought-86, I-85)
ccomp(worthless-83, thought-86)
nsubj(going-89, it-87)
aux(going-89, was-88)
ccomp(thought-86, going-89)
aux(be-91, to-90)
xcomp(going-89, be-91)
punct(were-7, ,-92)
cc(were-7, and-93)
nsubj(pleased-96, I-94)
cop(pleased-96, 'm-95)
conj(were-7, pleased-96)
aux(know-98, to-97)
xcomp(pleased-96, know-98)
mark(managed-102, that-99)
det(movie-101, this-100)
nsubj(managed-102, movie-101)
ccomp(know-98, managed-102)
aux(wow-104, to-103)
xcomp(managed-102, wow-104)
dobj(wow-104, me-105)
punct(were-7, ,-106)
advmod(good.Overall-113, even-107)
advmod(good.Overall-113, when-108)
nsubj(good.Overall-113, it-109)
cop(good.Overall-113, was-110)
neg(good.Overall-113, n't-111)
nsubj(good.Overall-113, that-112)
advcl(film-118, good.Overall-113)
punct(film-118, ,-114)
nsubj(film-118, it-115)
cop(film-118, 's-116)
det(film-118, a-117)
ccomp(were-7, film-118)
nsubjpass(avoided-122, that-119)
aux(avoided-122, should-120)
auxpass(avoided-122, be-121)
rcmod(film-118, avoided-122)
punct(avoided-122, ,-123)
cc(avoided-122, but-124)
prep(bad-131, to-125)
pobj(to-125, me-126)
nsubj(bad-131, it-127)
cop(bad-131, was-128)
neg(bad-131, n't-129)
advmod(bad-131, as-130)
conj(avoided-122, bad-131)
mark(expecting-135, as-132)
nsubj(expecting-135, I-133)
aux(expecting-135, was-134)
advcl(bad-131, expecting-135)
nsubj(be-138, it-136)
aux(be-138, to-137)
xcomp(expecting-135, be-138)
punct(were-7, .-139)

